Vitamin C (mg per 100g),Vitamin B11 (mg per 100g),Sodium (mg per 100g),Calcium (mg per 100g),Carbohydrates (g per 100g),food,Iron (mg per 100g),Calories (kcal per 100g),Sugars (g per 100g),Dietary Fiber (g per 100g),Fat (g per 100g),Protein (g per 100g),food_normalized
34.7,0.002,0.3,38.9,0.0,pork splean cooked,66.5,446.0,0.0,0.0,9.6,84.3,pork splean cooked
0.0,0.008,0.3,2.0,1.2,chopped ham,0.2,50.0,0.0,0.0,2.9,4.6,chopped ham
0.0,0.0,0.1,37.8,0.0,pork centre loin chops raw,1.3,338.0,0.0,0.0,18.0,41.2,pork centre loin chops raw
0.0,0.0,0.072,10.5,1.1,pork blade chops cooked,1.2,265.0,0.0,0.0,14.6,32.4,pork blade chops cooked
0.0,0.0,0.1,48.1,0.0,boston butt steak cooked,3.2,494.0,0.0,0.0,32.7,46.4,boston butt steak cooked
0.0,0.0,0.021,4.0,0.0,pork meat raw,0.07,179.0,0.0,0.0,18.6,2.6,pork meat raw
0.0,0.0,0.099,13.0,0.0,pork top loin chops raw,0.9,287.0,0.0,0.0,12.8,39.9,pork top loin chops raw
1.2,1.1,0.4,0.0,0.087,pork blade steak braised,0.5,694.0,0.0,0.0,44.7,68.2,pork blade steak braised
0.5,0.096,0.1,60.8,0.0,pork boston steaks cooked,2.4,438.0,0.0,0.0,28.1,43.2,pork boston steaks cooked
0.047,0.031,0.2,0.0,0.068,bacon cooked,0.047,43.0,0.0,0.0,3.1,3.5,bacon cooked
0.0,0.058,0.3,5.4,0.0,pickled pork hocks,0.3,48.0,0.0,0.0,3.0,5.4,pickled pork hocks
1.8,0.084,0.2,73.4,0.0,pork boston roast cooked,3.8,705.0,0.0,0.0,49.4,60.5,pork boston roast cooked
0.0,0.07,0.4,2.4,0.3,canadian style bacon grilled,0.2,43.0,0.0,0.0,2.0,5.7,canadian style bacon grilled
18.4,0.064,0.7,2.3,0.0,ham steak,0.6,70.0,0.0,0.0,2.4,11.1,ham steak
0.5,0.072,0.064,9.1,0.0,pork backfat,0.8,3683.0,0.0,0.0,402.3,13.2,pork backfat
0.084,0.09,0.2,0.047,0.1,bacon baked,0.054,44.0,0.0,0.0,3.5,2.9,bacon baked
0.0,0.0,2.3,329.4,0.0,pork arm picnic raw,15.6,5298.0,0.0,0.0,343.4,513.6,pork arm picnic raw
0.0,0.011,0.8,1.7,0.0,salt pork raw,0.1,212.0,0.0,0.0,22.8,1.4,salt pork raw
0.0,0.1,2.2,360.3,0.0,pork arm picnic cooked,20.7,5292.0,0.0,0.0,322.7,560.3,pork arm picnic cooked
0.7,0.7,0.064,0.0,0.0,pork top loin chops cooked,0.1,270.0,0.0,0.0,11.2,39.4,pork top loin chops cooked
0.9,0.055,0.033,17.5,0.0,ground pork raw,1.1,329.0,0.0,0.0,26.5,21.1,ground pork raw
3.2,0.077,0.3,68.0,0.0,pork shoulder raw,4.8,1070.0,0.0,0.0,81.6,77.9,pork shoulder raw
0.0,0.099,0.078,0.0,0.0,pork chitterlings cooked,0.056,66.0,0.0,0.0,5.8,3.5,pork chitterlings cooked
0.0,0.02,0.2,1.6,0.1,pork breakfast strips cooked,0.2,52.0,0.0,0.0,4.1,3.3,pork breakfast strips cooked
12.0,0.032,3.7,26.3,1.4,pork blade roll roasted,3.3,1079.0,0.0,0.0,88.3,65.0,pork blade roll roasted
0.0,0.002,0.093,38.5,0.0,pork tail cooked,2.2,1089.0,0.0,0.0,98.5,46.8,pork tail cooked
0.0,0.0,0.1,48.5,0.0,pork centre rib roasts raw,1.2,275.0,0.0,0.0,9.7,44.0,pork centre rib roasts raw
3.8,4.1,0.7,0.0,0.0,pork centre rib roasts roasted,0.7,1942.0,0.0,0.0,114.9,211.3,pork centre rib roasts roasted
0.0,0.094,0.3,2.1,0.4,minced ham,0.2,55.0,0.0,0.0,4.3,3.4,minced ham
19.6,0.033,1.3,11.2,0.6,ham roasted,1.9,316.0,0.0,0.0,21.3,28.7,ham roasted
0.7,0.013,0.003,21.1,0.0,pork loin raw,0.9,232.0,0.0,0.0,14.7,23.1,pork loin raw
3.6,4.0,0.8,0.0,0.0,pork backribs roasted,0.9,2564.0,0.0,0.0,188.9,202.0,pork backribs roasted
1.4,0.088,0.1,22.7,0.0,pork belly raw,2.4,2350.0,0.0,0.0,240.5,42.4,pork belly raw
0.0,0.021,1.5,8.4,0.046,ham raw,1.2,266.0,0.0,0.0,18.2,23.8,ham raw
0.0,0.022,0.4,2.0,0.6,ham extra lean,0.3,45.0,0.0,0.0,2.3,5.1,ham extra lean
0.0,0.061,4.3,145.2,0.029,pork feet pickled,1.4,635.0,0.0,0.0,45.5,52.8,pork feet pickled
0.7,0.065,0.001,32.4,0.0,pork shoulder cooked,1.8,394.0,0.0,0.0,28.9,31.4,pork shoulder cooked
5.9,4.6,0.4,0.0,0.0,pork top loin roasts roasted,0.7,1628.0,0.0,0.0,74.8,224.3,pork top loin roasts roasted
0.1,0.0,0.5,8.5,0.0,pork skin,0.2,154.0,0.0,0.0,8.9,17.3,pork skin
0.0,0.0,0.049,29.2,0.0,pork country style ribs cooked,1.2,235.0,0.0,0.0,15.2,22.8,pork country style ribs cooked
0.0,0.0,0.6,59.0,0.6,pork blade steak raw,3.8,664.0,0.0,0.0,43.7,67.6,pork blade steak raw
0.8,0.051,0.091,3.8,0.0,pork tenderloin cooked,1.1,153.0,0.0,0.0,6.2,22.7,pork tenderloin cooked
0.5,0.066,0.077,18.7,0.0,pork loin cooked,1.0,213.0,0.0,0.0,12.1,24.2,pork loin cooked
0.0,0.0,0.2,20.0,0.2,pork ears cooked,1.7,184.0,0.0,0.0,12.0,17.7,pork ears cooked
3.9,0.019,0.3,43.9,0.0,pork tongue cooked,11.5,626.0,0.0,0.0,43.0,55.7,pork tongue cooked
0.0,0.0,1.1,194.6,0.0,pork spareribs raw,11.8,3593.0,0.0,0.0,303.5,200.6,pork spareribs raw
0.0,0.034,0.6,5.4,1.0,ham patties grilled,1.0,205.0,0.0,0.0,18.5,8.0,ham patties grilled
0.0,0.08,0.028,15.7,0.0,chicken skin roasted,1.7,508.0,0.0,0.0,45.6,22.8,chicken skin roasted
0.0,0.2,1.3,294.3,0.0,turkey breast raw,27.2,3554.0,0.0,0.0,158.9,495.6,turkey breast raw
0.0,0.073,0.047,21.7,0.0,ground turkey raw,1.2,169.0,0.0,0.0,8.7,22.4,ground turkey raw
0.0,0.071,0.086,2.5,0.0,chicken wing cooked,0.2,52.0,0.0,0.0,3.5,4.8,chicken wing cooked
0.0,0.054,0.9,6.8,4.1,turkey roast roasted,2.2,209.0,0.0,0.0,7.8,28.8,turkey roast roasted
42.4,0.064,0.3,96.0,0.0,pheasant meat raw,9.2,1448.0,0.0,0.0,74.3,181.6,pheasant meat raw
0.9,0.084,0.043,7.7,0.0,chicken back raw,0.6,188.0,0.0,0.0,17.0,8.3,chicken back raw
0.0,0.035,0.091,6.5,0.0,chicken back cooked,0.4,93.0,0.0,0.0,6.5,8.0,chicken back cooked
0.0,0.089,0.4,28.4,13.8,chicken leg fried,2.2,431.0,0.0,0.5,25.5,34.4,chicken leg fried
0.0,0.4,0.3,399.2,0.9,chicken feet cooked,4.1,975.0,0.0,0.0,66.2,88.0,chicken feet cooked
0.0,0.071,0.5,9.0,10.9,turkey steak fried,1.4,179.0,0.0,0.0,10.8,9.1,turkey steak fried
0.0,0.051,1.2,126.3,5.5,turkey taco meat cooked,3.3,271.0,0.0,0.0,13.9,30.7,turkey taco meat cooked
0.7,0.053,0.3,31.0,0.6,chicken leg raw,2.4,736.0,0.0,0.0,54.9,56.3,chicken leg raw
14.7,0.039,0.6,101.2,0.0,chicken meat raw,8.3,1978.0,0.0,0.0,138.6,171.1,chicken meat raw
0.0,0.078,0.085,10.3,0.0,chicken neck cooked,0.9,94.0,0.0,0.0,6.9,7.5,chicken neck cooked
0.0,0.065,0.2,12.2,6.0,chicken drumstick fried,1.0,193.0,0.0,0.2,11.3,15.8,chicken drumstick fried
0.0,0.089,0.042,5.8,0.08,quail egg,0.3,14.0,0.048,0.0,1.0,1.2,quail egg
0.0,0.073,0.041,15.4,0.0,duck meat cooked,3.8,472.0,0.0,0.0,39.7,26.6,duck meat cooked
0.5,0.005,0.039,0.024,0.0,chicken wing roasted,0.092,216.0,0.0,0.0,14.3,20.2,chicken wing roasted
10.4,0.098,0.2,68.0,0.0,quail meat cooked,20.1,1028.0,0.0,0.0,63.9,113.7,quail meat cooked
0.0,0.039,0.089,18.2,0.0,goose meat cooked,4.0,427.0,0.0,0.0,30.7,35.2,goose meat cooked
0.0,0.092,0.058,8.1,0.0,chicken breast cooked,0.6,114.0,0.0,0.0,4.5,17.3,chicken breast cooked
0.0,0.05,0.027,9.0,0.0,chicken neck raw,1.0,149.0,0.0,0.0,13.1,7.0,chicken neck raw
0.0,0.09,0.1,44.8,1.0,duck egg,2.7,130.0,0.7,0.0,9.6,9.0,duck egg
21.8,0.088,0.1,10.9,0.0,pheasant breast raw,2.9,484.0,0.0,0.0,11.8,88.7,pheasant breast raw
35.5,0.2,0.8,139.5,0.0,duck meat raw,30.4,5123.0,0.0,0.0,498.8,145.7,duck meat raw
10.3,0.054,0.1,23.9,0.0,squab meat raw,7.0,585.0,0.0,0.0,47.4,36.8,squab meat raw
0.0,0.039,0.1,13.3,0.1,chicken drumstick raw,0.8,211.0,0.0,0.0,12.4,23.4,chicken drumstick raw
0.0,0.083,0.2,21.0,0.031,turkey meat roasted,1.6,284.0,0.0,0.0,11.1,42.8,turkey meat roasted
0.0,0.082,0.1,19.1,0.0,chicken breast raw,1.3,299.0,0.0,0.0,16.1,36.3,chicken breast raw
1.4,0.3,0.2,0.044,0.0,ground chicken cooked,0.2,474.0,0.0,0.0,27.4,58.4,ground chicken cooked
0.0,0.095,0.1,44.6,0.0,turkey wing cooked,2.7,426.0,0.0,0.0,23.1,50.9,turkey wing cooked
68.8,0.094,1.2,196.6,0.0,goose meat raw,41.0,6077.0,0.0,0.0,550.7,259.8,goose meat raw
0.0,0.1,1.1,362.9,0.0,turkey breast roasted,24.2,3266.0,0.0,0.0,128.0,496.1,turkey breast roasted
0.0,0.062,0.044,1.2,0.2,chicken fajita strips,0.097,13.0,0.0,0.0,0.5,1.7,chicken fajita strips
0.0,0.0,0.0,0.0,0.0,crispy chicken strips tyson,0.0,145.0,0.0,0.0,6.0,0.0,crispy chicken strips tyson
3.8,0.02,0.1,330.2,20.4,eggnog,0.5,224.0,20.4,0.0,10.6,11.6,eggnog
0.0,0.079,0.095,13.2,5.4,beer light,0.014,96.0,0.3,0.0,0.0,0.8,beer light
0.0,0.0,0.095,1.2,0.9,beer budweiser,0.0,12.0,0.0,0.0,0.0,0.1,beer budweiser
0.0,0.0,0.0,0.0,0.0,weizenbier erdinger,0.0,220.0,0.0,0.0,18.0,0.0,weizenbier erdinger
0.0,0.0,0.016,0.9,0.4,beer light budweiser,0.0,9.0,0.0,0.0,0.0,0.066,beer light budweiser
0.0,0.062,0.067,13.2,11.7,beer,0.031,142.0,0.0,0.0,0.0,1.5,beer
0.0,0.0,0.068,0.0,52.3,root beer,0.037,202.0,52.3,0.0,0.0,0.0,root beer
0.8,0.0,0.073,0.6,6.3,whiskey sour mix,0.047,26.0,6.3,0.0,0.072,0.051,whiskey sour mix
1.7,0.0,0.067,1.1,13.9,whiskey sour,0.047,158.0,0.0,0.0,0.0,0.0,whiskey sour
40.7,0.01,0.1,0.0,23.8,tequila sunrise,0.038,232.0,0.0,0.0,0.2,0.6,tequila sunrise
1.0,0.047,0.008,1.8,4.2,daiquiri,0.033,112.0,3.3,0.001,0.036,0.035,daiquiri
0.019,0.038,0.089,0.08,32.0,pina colada,0.1,245.0,31.5,0.4,2.7,0.6,pina colada
0.0,0.0,0.0,0.0,0.1,whiskey,0.072,58.0,0.078,0.0,0.0,0.0,whiskey
0.0,0.0,0.053,0.0,0.0,rum,0.045,49.0,0.0,0.0,0.0,0.0,rum
0.0,0.0,0.0,0.0,2.0,vodka smirnoff,0.0,13.0,0.082,0.0,0.4,0.0,vodka smirnoff
0.0,0.0,0.093,0.3,13.8,coffee liqueur,0.02,96.0,13.7,0.0,0.038,0.041,coffee liqueur
0.0,0.0,0.029,0.0,0.0,gin,0.0,53.0,0.0,0.0,0.0,0.0,gin
0.0,0.0,0.047,8.2,14.1,dessert wine sweet,0.2,165.0,8.0,0.0,0.0,0.2,dessert wine sweet
0.0,0.0,0.0,0.0,4.9,chenin blanc white wine,0.0,118.0,0.0,0.0,0.0,0.1,chenin blanc white wine
0.0,0.0,0.0,0.0,3.5,gamay red wine,0.0,115.0,0.0,14.4,0.0,0.1,gamay red wine
0.0,0.0,0.0,0.0,20.6,late harvest white wine,0.0,172.0,0.0,13.1,0.0,0.1,late harvest white wine
0.0,0.0,0.0,0.0,3.8,gewurztraminer white wine,0.0,119.0,0.0,0.0,0.0,0.1,gewurztraminer white wine
0.0,0.0,0.0,0.0,7.4,burgundy red wine,0.0,172.0,0.0,0.0,0.0,0.1,burgundy red wine
0.0,0.0,0.0,0.0,4.2,zinfandel red wine,0.0,129.0,0.0,0.0,0.0,0.1,zinfandel red wine
0.0,0.0,0.0,0.0,5.2,muller thurgau white wine,0.0,112.0,0.0,13.3,0.0,0.1,muller thurgau white wine
0.0,0.0,0.0,0.0,3.9,mouvedre red wine,0.0,129.0,0.0,16.5,0.0,0.1,mouvedre red wine
0.0,0.084,0.087,11.8,4.0,table wine,0.5,123.0,1.2,0.0,0.0,0.1,table wine
0.0,0.035,0.046,13.3,1.7,wine light,0.6,73.0,1.7,0.0,0.0,0.1,wine light
0.0,0.081,0.098,13.2,3.8,white wine,0.4,121.0,1.4,0.0,0.0,0.1,white wine
0.0,0.0,0.0,0.0,3.9,petite sirah red wine,0.0,125.0,0.0,15.7,0.0,0.1,petite sirah red wine
0.0,0.027,0.095,2.7,0.3,non alcoholic wine,0.1,2.0,0.3,0.0,0.0,0.1,non alcoholic wine
0.0,0.0,0.0,0.0,3.4,pinot noir red wine,0.0,121.0,0.0,0.0,0.0,0.1,pinot noir red wine
0.0,0.0,0.0,0.0,3.0,pinot gris grigio white wine,0.0,122.0,0.0,0.0,0.0,0.1,pinot gris grigio white wine
0.0,0.0,0.0,0.0,5.5,riesling white wine,0.0,118.0,0.0,0.0,0.0,0.1,riesling white wine
0.0,0.0,0.0,0.0,5.6,barbera red wine,0.0,170.0,0.0,0.0,0.0,0.1,barbera red wine
0.0,0.0,0.0,0.0,3.6,lemberger red wine,0.0,118.0,0.0,15.0,0.0,0.1,lemberger red wine
0.0,0.064,0.011,11.8,3.7,merlot red wine,0.7,122.0,0.9,0.0,0.0,0.1,merlot red wine
0.0,0.0,0.0,0.0,3.9,sangiovese red wine,0.0,126.0,0.0,0.0,0.0,0.1,sangiovese red wine
0.0,0.0,0.0,0.0,3.0,sauvignon blanc white wine,0.0,119.0,0.0,0.0,0.0,0.1,sauvignon blanc white wine
0.0,0.0,0.0,0.0,3.8,syrah red wine,0.0,122.0,0.0,0.0,0.0,0.1,syrah red wine
0.0,0.0,0.0,0.0,12.0,carignane red wine,0.0,370.0,0.0,0.0,0.0,0.4,carignane red wine
0.0,0.0,0.0,0.0,2.9,pinot blanc white wine,0.0,119.0,0.0,0.0,0.0,0.1,pinot blanc white wine
0.0,0.0,0.0,0.0,4.6,semillon white wine,0.0,121.0,0.0,14.9,0.0,0.1,semillon white wine
0.0,0.033,0.0,0.0,58.4,dessert wine dry,0.2,760.0,5.5,76.5,0.0,1.0,dessert wine dry
0.0,0.018,0.027,11.8,3.8,red wine,0.7,125.0,0.9,0.0,0.0,0.1,red wine
0.0,0.0,0.0,0.0,5.2,cabernet sauvignon red wine,0.0,166.0,0.0,0.0,0.0,0.1,cabernet sauvignon red wine
0.0,0.0,0.0,0.0,7.8,muscat white wine,0.0,123.0,0.0,0.0,0.0,0.1,muscat white wine
0.0,0.077,0.002,0.4,0.3,cooking wine,0.1,2.0,0.09,0.0,0.0,0.028,cooking wine
0.0,0.002,0.027,18.0,4.3,chardonnay white wine,0.5,168.0,1.9,0.0,0.0,0.1,chardonnay white wine
0.0,0.0,0.0,0.0,4.4,claret red wine,0.0,122.0,0.0,15.0,0.0,0.1,claret red wine
0.0,0.0,0.046,7.4,7.4,rice sake,0.1,197.0,0.0,0.0,0.0,0.7,rice sake
0.0,0.0,0.0,0.0,3.3,fume blanc white wine,0.0,121.0,0.0,15.4,0.0,0.1,fume blanc white wine
0.0,0.0,0.0,0.0,3.6,cabarnet franc red wine,0.0,122.0,0.0,0.0,0.0,0.1,cabarnet franc red wine
0.0,0.069,0.025,1.6,13.0,chocolate frosting,0.3,81.0,11.8,0.2,3.6,0.2,chocolate frosting
0.0,0.0,0.012,0.046,5.0,white sugar,0.078,19.0,4.9,0.0,0.0,0.0,white sugar
1.2,0.065,0.5,175.2,4.8,egg substitute,4.8,115.0,4.8,0.0,0.0,24.0,egg substitute
0.0,0.0,0.09,0.088,5.3,agave syrup,0.042,21.0,4.7,0.01,0.081,0.025,agave syrup
0.0,0.0,0.0,0.0,91.2,splenda sweetener,0.0,336.0,80.3,0.0,0.0,0.0,splenda sweetener
0.0,0.0,0.061,0.5,0.5,vanilla extract,0.019,12.0,0.5,0.0,0.069,0.0,vanilla extract
0.0,0.036,0.071,12.3,0.054,egg yolk dried,0.4,27.0,0.002,0.0,2.3,1.3,egg yolk dried
0.0,0.0,0.019,0.027,4.2,granulated sugar,0.01,16.0,4.2,0.0,0.0,0.0,granulated sugar
0.0,0.098,0.049,29.3,8.7,baking chocolate,5.0,145.0,0.3,4.8,15.2,3.7,baking chocolate
0.04,0.1,0.066,3.2,3.1,bakers yeast,0.6,18.0,0.0,1.4,0.3,1.4,bakers yeast
0.0,0.0,0.022,0.8,26.4,fondant,0.09,106.0,25.2,0.0,0.009,0.0,fondant
0.0,0.023,0.094,3.5,4.1,brown sugar,0.071,16.0,4.1,0.0,0.0,0.024,brown sugar
0.0,0.077,0.5,8.3,196.4,white frosting dry,0.2,768.0,0.0,0.0,0.0,4.8,white frosting dry
0.0,0.0,0.031,10.8,10.9,maple sugar,0.2,42.0,10.2,0.0,0.061,0.036,maple sugar
0.0,0.0,0.013,0.0,4.2,fructose sweetener,0.067,15.0,3.9,0.0,0.0,0.0,fructose sweetener
0.0,0.0,0.4,0.0,89.1,saccharin sweetener,0.058,360.0,85.2,0.0,0.0,0.9,saccharin sweetener
0.0,0.024,0.038,2.3,0.2,egg white raw,0.045,17.0,0.2,0.0,0.063,3.6,egg white raw
0.0,0.0,0.008,0.6,4.6,turbinado sugar,0.018,18.0,4.6,0.0,0.0,0.0,turbinado sugar
0.0,0.026,0.9,13.9,313.7,vanilla frosting,0.7,1931.0,291.5,0.0,75.0,0.0,vanilla frosting
0.0,0.0,0.0,0.0,89.1,aspartame sweetener,0.022,365.0,80.7,0.0,0.0,2.2,aspartame sweetener
0.0,0.048,0.08,31.4,0.4,egg raw,1.0,80.0,0.2,0.0,5.3,7.0,egg raw
10.5,0.026,0.1,20.4,225.8,pineapple topping,0.4,860.0,71.4,1.4,0.3,0.3,pineapple topping
0.0,0.06,0.052,6.2,0.3,egg white dried,0.028,26.0,0.0,0.0,0.087,5.8,egg white dried
0.0,0.04,0.006,21.9,0.6,egg yolk raw,0.5,55.0,0.08,0.0,4.5,2.7,egg yolk raw
0.0,0.0,1.3,0.0,0.0,baking soda,0.0,0.0,0.0,0.0,0.0,0.0,baking soda
0.0,0.016,0.06,11.8,0.047,egg dried,0.2,30.0,0.05,0.0,2.2,2.4,egg dried
2.9,0.03,0.099,1.3,13.9,strawberry topping,0.014,53.0,5.7,0.1,0.096,0.014,strawberry topping
0.038,0.002,0.081,1.2,1.6,bakers yeast dry,0.051,13.0,0.0,1.1,0.3,1.6,bakers yeast dry
0.2,0.2,0.051,390.4,108.5,almond paste,3.6,1040.0,82.3,10.9,63.0,20.4,almond paste
0.0,0.0,0.009,0.2,1.8,cream of tartar,0.1,8.0,0.0,0.01,0.0,0.0,cream of tartar
0.2,0.2,1.5,54.4,120.7,popover dry mix,5.0,631.0,0.0,0.0,7.3,17.7,popover dry mix
0.2,0.017,0.2,92.3,6.2,egg substitute powder,0.9,126.0,6.2,0.0,3.7,15.7,egg substitute powder
0.0,0.015,0.029,2.8,0.0,gelatin powder,0.099,17.0,0.0,0.0,0.086,4.3,gelatin powder
0.0,0.001,0.077,30.4,134.8,tapioca pearls,2.4,544.0,5.1,1.4,0.093,0.3,tapioca pearls
0.0,0.0,0.5,270.3,1.3,baking powder,0.5,2.0,0.0,0.03,0.0,0.0,baking powder
0.0,0.072,0.042,30.0,0.7,egg boiled,0.7,93.0,0.7,0.0,6.4,7.5,egg boiled
0.0,0.032,0.056,16.7,86.9,millet flour,4.7,444.0,2.0,4.2,5.1,12.8,millet flour
0.0,0.012,0.096,45.5,95.1,triticale flour,3.4,439.0,0.0,19.0,2.4,17.1,triticale flour
0.0,0.078,0.036,157.3,87.3,corn flour white,1.7,414.0,1.8,7.3,4.2,9.6,corn flour white
0.0,0.056,0.039,17.4,120.8,rice flour brown,3.1,574.0,1.3,7.3,4.4,11.4,rice flour brown
0.0,0.058,0.023,14.5,93.7,sorghum flour,3.6,437.0,2.3,8.0,4.0,9.5,sorghum flour
0.0,0.034,0.022,7.3,93.8,cornmeal whole grain,4.2,442.0,0.8,8.9,4.4,9.9,cornmeal whole grain
0.0,0.089,0.094,4.7,124.7,cornmeal white,1.7,581.0,2.5,6.1,2.7,11.2,cornmeal white
0.0,0.021,0.062,47.4,110.3,barley flour,4.0,511.0,1.2,14.9,2.4,15.5,barley flour
0.0,0.022,0.006,21.8,13.8,safflower seed meal,1.4,97.0,0.0,0.0,0.7,10.1,safflower seed meal
0.0,0.073,0.041,198.8,33.3,sesame flour,19.0,658.0,0.0,0.0,46.4,38.5,sesame flour
0.0,0.066,0.027,40.8,86.4,whole grain wheat flour,4.3,408.0,0.5,12.8,3.0,15.9,whole grain wheat flour
0.0,0.04,0.04,8.2,89.9,corn flour yellow,2.8,422.0,0.7,8.5,4.5,8.1,corn flour yellow
0.0,0.021,0.033,8.2,89.9,corn flour whole grain,2.8,422.0,0.7,8.5,4.5,8.1,corn flour whole grain
0.7,0.016,0.022,134.1,10.2,cottonseed flour low fat,3.6,94.0,0.0,0.0,0.4,14.1,cottonseed flour low fat
0.003,0.02,0.073,4.6,1.4,sunflower seed flour,0.3,13.0,0.0,0.2,0.013,1.9,sunflower seed flour
0.0,0.01,0.073,43.3,7.4,sesame meal,4.1,160.0,0.0,0.0,13.6,4.8,sesame meal
0.0,0.1,0.0,53.8,68.3,acorn flour,1.5,626.0,0.0,0.0,37.7,9.4,acorn flour
0.0,0.058,0.0,15.8,126.6,rice flour white,0.6,578.0,0.2,3.8,2.2,9.4,rice flour white
0.0,0.073,0.072,42.2,10.0,sesame flour low fat,4.0,94.0,0.0,0.0,0.5,14.2,sesame flour low fat
1.2,0.4,0.042,0.0,133.0,potato flour,0.3,571.0,5.6,9.4,0.5,11.0,potato flour
0.0,0.072,0.011,4.7,124.7,cornmeal yellow,1.7,581.0,2.5,6.1,2.7,11.2,cornmeal yellow
0.0,0.047,0.061,13.3,78.2,rye flour,0.9,364.0,0.9,8.2,1.4,10.0,rye flour
0.0,0.043,0.002,51.2,112.8,arrowroot flour,0.4,457.0,0.0,4.4,0.1,0.4,arrowroot flour
0.0,0.4,0.05,41.4,53.2,chickpea flour,4.5,356.0,10.0,9.9,6.2,20.6,chickpea flour
0.0,0.2,0.061,18.8,95.4,wheat flour,5.8,455.0,0.3,3.4,1.2,12.9,wheat flour
0.0,0.0,0.093,2.6,116.8,cornstarch,0.6,488.0,0.0,1.2,0.03,0.3,cornstarch
0.088,0.007,0.033,20.9,5.3,carob flour,0.2,13.0,2.9,2.4,0.061,0.3,carob flour
0.0,0.035,0.033,49.2,84.7,buckwheat flour,4.9,402.0,3.1,12.0,3.7,15.1,buckwheat flour
0.2,0.083,0.3,39.0,63.7,pecan pie,1.8,503.0,0.0,0.0,27.1,6.0,pecan pie
2.1,0.02,0.3,8.8,46.4,apple pie,1.4,331.0,0.0,0.0,15.6,3.0,apple pie
0.2,0.071,0.9,73.9,88.4,vanilla wafer pie crust,2.9,935.0,12.9,0.2,63.7,6.5,vanilla wafer pie crust
0.0,0.1,0.9,58.2,117.4,chocolate pie crust,7.8,881.0,47.9,4.9,40.8,11.1,chocolate pie crust
1.2,0.082,0.02,10.7,29.2,apple strudel,0.3,195.0,18.3,1.6,8.0,2.3,apple strudel
1.0,0.079,0.2,58.0,30.2,chocolate snack cake,1.8,200.0,18.9,1.6,8.0,1.8,chocolate snack cake
1.7,0.046,0.4,28.2,54.5,fruit fried pie,1.6,404.0,27.4,3.3,20.6,3.8,fruit fried pie
2.6,0.091,0.3,145.7,40.9,pumpkin pie,2.0,316.0,0.0,0.0,14.4,7.0,pumpkin pie
0.0,0.084,0.01,1.7,7.5,corn cake,0.1,35.0,2.1,0.2,0.2,0.7,corn cake
0.089,0.096,0.2,10.1,26.9,sponge snack cake,0.6,157.0,15.7,0.4,4.8,1.5,sponge snack cake
1.1,0.091,0.2,61.1,29.7,danish pastry with nuts,1.2,280.0,16.8,1.3,16.4,4.6,danish pastry with nuts
0.0,0.093,0.1,35.6,33.3,chocolate cream pie,1.1,301.0,0.0,2.0,19.2,2.6,chocolate cream pie
0.0,0.039,0.2,39.2,16.2,angel food cake,0.1,72.0,0.0,0.4,0.2,1.7,angel food cake
4.2,0.009,0.3,15.2,49.7,lemon meringue pie,1.3,362.0,0.0,0.0,16.4,4.8,lemon meringue pie
2.6,0.072,0.3,37.0,46.9,danish pastry with cinnamon,1.8,349.0,0.0,0.0,16.7,4.8,danish pastry with cinnamon
0.2,0.02,0.2,30.8,26.6,cinnamon coffeecake,1.1,238.0,0.0,1.1,13.3,3.9,cinnamon coffeecake
0.3,0.011,0.4,40.8,20.4,cheesecake,0.5,257.0,17.4,0.3,18.0,4.4,cheesecake
0.2,0.063,0.013,14.2,26.5,fruitcake,0.9,139.0,11.8,1.6,3.9,1.2,fruitcake
0.0,0.025,0.2,301.7,31.0,egg custard,1.0,293.0,31.0,0.0,12.9,14.2,egg custard
9.7,0.074,0.4,36.3,79.2,mince pie,2.5,477.0,46.7,4.3,17.8,4.3,mince pie
0.0,0.0,0.4,46.1,79.7,yellow cake with chocolate frosting,2.9,546.0,56.5,2.2,25.6,4.6,yellow cake with chocolate frosting
1.6,0.093,0.3,21.6,45.1,danish pastry with fruit,1.4,335.0,0.0,0.0,15.9,4.8,danish pastry with fruit
0.1,0.058,0.3,100.8,70.8,white cake with coconut frosting,1.3,399.0,64.3,1.1,11.5,4.9,white cake with coconut frosting
2.6,0.035,0.3,70.1,28.7,danish pastry with cheese,1.8,353.0,0.0,0.0,24.6,5.8,danish pastry with cheese
0.0,0.1,0.9,53.1,117.7,graham cracker pie crust,4.8,917.0,33.2,3.5,45.4,9.3,graham cracker pie crust
1.0,0.073,0.3,10.3,49.2,blueberry pie,1.8,360.0,0.0,0.0,17.5,4.0,blueberry pie
0.0,0.064,0.2,39.7,37.6,yellow cake with vanilla frosting,0.7,239.0,0.0,0.2,9.3,2.2,yellow cake with vanilla frosting
0.0,0.004,0.1,2.3,10.9,pie crust,0.7,121.0,0.045,0.4,8.0,1.5,pie crust
0.1,0.098,0.5,41.4,72.9,chocolate cake with chocolate frosting,4.2,537.0,55.1,3.0,27.7,4.8,chocolate cake with chocolate frosting
0.041,0.001,0.3,44.8,33.7,cheese coffeecake,0.5,258.0,0.0,0.8,11.6,5.3,cheese coffeecake
0.6,0.064,0.3,113.4,41.1,vanilla cream pie,1.3,350.0,16.0,0.8,18.1,6.0,vanilla cream pie
